"Treatment","Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"PD-(L)1","Blood_Friedlander",-1.18498370285803,0.715434835672464,-2.58721021406139,0.21724280834533,0.097658538629214,0,0.414095093614258,0.985219526229011
"PD-(L)1","CCL5-CXCL9_Dangaj",-0.283073705788408,0.33215381793619,-0.934083226270815,0.367935814693999,0.394082677421501,0,0.959990013436029,0.985219526229011
"PD-(L)1","CD39-CD8Tcell_Chow",-0.363212592698468,0.349137167995732,-1.04750886763441,0.321083682237478,0.298193631030001,0,0.982608309012707,0.985219526229011
"PD-(L)1","CD8_Rooney",-0.0935936196700509,0.309323891761652,-0.699857307080655,0.512670067740553,0.762213909151864,0,0.860696866723931,0.985219526229011
"PD-(L)1","CD8_Sade-Feldman ",-0.823909058892135,0.716409148063362,-2.22804518729135,0.580227069507076,0.250121715627663,0.226075145489534,0.275129902748356,0.985219526229011
"PD-(L)1","CD8_Tcells_Bindea",0.691005255983903,0.813251875431776,-0.902939130222032,2.28494964218984,0.395502061727837,0,0.921426839639895,0.985219526229011
"PD-(L)1","CD8_Tcells_Danaher",-0.0878729761269485,0.293163731617976,-0.662463331671549,0.486717379417652,0.764375278903378,0,0.940282684534224,0.985219526229011
"PD-(L)1","CellCycle",-0.725110368037249,0.970967505200423,-2.62817170838878,1.17795097231429,0.455189372287894,0.346385047783982,0.204413818058676,0.985219526229011
"PD-(L)1","Chemokine_Messina",0.15663189867935,0.496964946607649,-0.817401498250513,1.13066529560921,0.75262730169558,0,0.857348410647716,0.985219526229011
"PD-(L)1","CIN25_Carter",-0.415484585413373,0.644468192358689,-1.67861903161803,0.847649860791289,0.519125697809049,0.543875545702103,0.0866689659400194,0.985219526229011
"PD-(L)1","CIN70_Carter",-0.397678135888297,0.844850561454771,-2.05355480865809,1.2581985368815,0.637849086569774,0.614395944297296,0.0507841079094098,0.985219526229011
"PD-(L)1","Co-Inhibition-APC_Rooney",-0.347052813464325,0.442561880413608,-1.21445816000532,0.520352533076669,0.432928350323242,0,0.749012485976653,0.985219526229011
"PD-(L)1","Co-Inhibition-Tcell_Rooney",-0.411050898998238,0.379124609776618,-1.15412147981321,0.332019681816736,0.278271458159736,0,0.954992030558341,0.985219526229011
"PD-(L)1","Co-Stimulation-Tcell_Rooney",-0.287068588029388,0.38931657638812,-1.05011505633454,0.475977880275764,0.460900147288672,0,0.720821990950994,0.985219526229011
"PD-(L)1","CYT_Davoli",-0.158475983661263,0.312964943546951,-0.771876001436898,0.454924034114372,0.612597098489896,0,0.843001628492478,0.985219526229011
"PD-(L)1","CYT_Rooney",-0.104873968175066,0.301912259613597,-0.696611123508823,0.48686318715869,0.72831658644807,0,0.802560560076858,0.985219526229011
"PD-(L)1","Cytotoxic-cells_Danaher",-0.168612527252195,0.330615387038326,-0.816606778582085,0.479381724077695,0.610054259207875,0,0.888684670003965,0.985219526229011
"PD-(L)1","DC_Bindea",-0.438202266251623,0.515964772987868,-1.44947463859923,0.573070106095983,0.395721513509004,0.124777293799312,0.330261090487875,0.985219526229011
"PD-(L)1","DDR",-0.931140986644639,0.757742594303441,-2.41628918103133,0.55400720774205,0.21913349497286,0,0.759091367633371,0.985219526229011
"PD-(L)1","DNA_replication",-0.278985675954599,0.56860793518944,-1.39343675024959,0.835465398340388,0.62367626465249,0.265397680537584,0.252551844653718,0.985219526229011
"PD-(L)1","EMT_Thompson",0.593705992781181,0.52268904280232,-0.430745706225082,1.61815769178744,0.25601162431983,0,0.512165352787139,0.985219526229011
"PD-(L)1","EMT2",0.32500191748464,1.0347189128955,-1.70300988591299,2.35301372088227,0.753447506625984,0.731295103014631,0.0108679945786388,0.985219526229011
"PD-(L)1","EMTstroma_Wang",-0.266686692552581,0.898670771035134,-2.02804903774028,1.49467565263512,0.766652163337834,0.665886847149973,0.0295714801945881,0.985219526229011
"PD-(L)1","Eosinophils_Bindea",-1.10121170140479,0.8896243575769,-2.8448434020251,0.642419999215516,0.215775774230514,0,0.940550449331282,0.985219526229011
"PD-(L)1","GPAGs",-0.438665690408039,0.755339261089166,-1.9191034382519,1.04177205743582,0.561406803187477,0.244841619524437,0.264429723092085,0.985219526229011
"PD-(L)1","Homologous_recombination",-1.06027385953864,0.607042517422327,-2.25005533077093,0.129507611693651,0.0807029159680349,0,0.670004635973183,0.985219526229011
"PD-(L)1","ICB-resistance_Peng",-0.367106668033537,0.477797806905129,-1.30357316145981,0.569359825392738,0.44229080900949,0,0.957599036489178,0.985219526229011
"PD-(L)1","iDC_Bindea",0.205063079420039,0.658642575709183,-1.08585264765466,1.49597880649473,0.755540661442092,0,0.753611895301674,0.985219526229011
"PD-(L)1","IFN_Ayers",0.079888401799673,0.210282555050727,-0.332257832676814,0.49203463627616,0.704012378224183,0,0.921307565342089,0.985219526229011
"PD-(L)1","ImmuneCells_Xiong",1.51681896333392,1.24675756741317,-0.926780966248668,3.9604188929165,0.223752257808759,0,0.590763167911522,0.985219526229011
"PD-(L)1","ImmuneScore_Roh",-0.22166856091799,0.369299204726328,-0.945481701700876,0.502144579864897,0.548345566140406,0,0.749207861390411,0.985219526229011
"PD-(L)1","ImmunoScore_Hao",-0.422895377327412,0.466357101444087,-1.33693850009232,0.491147745437491,0.364509442268829,0,0.92108424382694,0.985219526229011
"PD-(L)1","IMPRES_Auslander",0.349727982762047,0.84114926130705,-1.29889427502224,1.99835024054633,0.67757539487419,0,0.771550049328201,0.985219526229011
"PD-(L)1","IMS_Cui",0.467332667553094,1.41424584140478,-2.30453824688582,3.23920358199201,0.741062568713269,0.77649341738449,0.00380669460013777,0.985219526229011
"PD-(L)1","Inflammatory_Thompson",-0.178926079511311,0.331208083807543,-0.82808199516262,0.470229836139997,0.589043555050544,0,0.981914660898902,0.985219526229011
"PD-(L)1","IPS_Charoentong",-0.156349635274906,0.284060674794744,-0.713098327296748,0.400399056746937,0.582038675919114,0.456418003596035,0.137509783616785,0.985219526229011
"PD-(L)1","IPSOV_Shen",-1.86835936664882,1.61955446332859,-5.04262778577395,1.3059090524763,0.24865372933289,0.373456561760716,0.187981514989775,0.985219526229011
"PD-(L)1","KDM5A_Wang",-0.746470044272105,0.643771514585925,-2.00823902713332,0.515298938589108,0.246241696101443,0.374835214607293,0.187142094456018,0.985219526229011
"PD-(L)1","M1_Hwang",-0.53968966694345,0.664358651145507,-1.84180869600625,0.762429362119353,0.416592626668136,0,0.941223347057265,0.985219526229011
"PD-(L)1","Macrophage_Danaher",-0.132643628115819,0.3227503426539,-0.765222675715424,0.499935419483786,0.681087899100736,0,0.467567096435884,0.985219526229011
"PD-(L)1","Mast-cells_Bindea",0.266505180723676,0.59797156003865,-0.90549754073131,1.43850790217866,0.655826944580356,0,0.883943955782343,0.985219526229011
"PD-(L)1","MHC-I_Liu",-0.176880381352682,0.583822997199876,-1.32115242921067,0.967391666505305,0.761913340549205,0.168436681700289,0.307064725121456,0.985219526229011
"PD-(L)1","MHC-II_Liu",-0.640123919596198,0.601796208933612,-1.81962281513882,0.539374975946423,0.287469675538699,0,0.501156051255084,0.985219526229011
"PD-(L)1","Myeloid-DC_Helmink",-0.507278668319292,0.378246017855697,-1.24862724061215,0.234069903973568,0.17987688711238,0,0.876947155771324,0.985219526229011
"PD-(L)1","Neutrophils_Rooney",-0.537464646012739,0.632358845975266,-1.77686520942957,0.701935917404092,0.39536058320038,0,0.651369961295385,0.985219526229011
"PD-(L)1","NK-cells_Danaher",-0.27415320100589,0.317400054473054,-0.896245876464127,0.347939474452348,0.387727137550133,0,0.804114911810018,0.985219526229011
"PD-(L)1","NonResponse_Chen",-0.430567344348807,0.866502602960508,-2.12888123866161,1.267746549964,0.619257780252367,0.586217920423304,0.0643366915961834,0.985219526229011
"PD-(L)1","Nucleotide-excision-repair",-0.526024250060901,0.668462235731492,-1.83618615711975,0.784137656997947,0.431330496416127,0,0.394227188256406,0.985219526229011
"PD-(L)1","PassON_Du",-0.696313128394938,1.46621615821666,-3.57004399205028,2.1774177352604,0.634854812023823,0.459720331885286,0.135521514581034,0.985219526229011
"PD-(L)1","PDL1_Nishino",-0.119087961410044,0.328237741227714,-0.762422112583142,0.524246189763054,0.716746760895577,0,0.929120763560738,0.985219526229011
"PD-(L)1","peri-Tcell_Hwang",-0.307232102803807,0.624376579738342,-1.53098771188126,0.916523506273644,0.622675385214653,0,0.922978893700114,0.985219526229011
"PD-(L)1","PPAGs",-0.579750744525904,1.43701390218282,-3.3962462380876,2.23674474903579,0.686623615701455,0.635181572271068,0.0416158872022161,0.985219526229011
"PD-(L)1","Response_Chen",-0.466356986019268,0.441035109591163,-1.33076991673562,0.398055944697086,0.290322388384126,0,0.878715862291622,0.985219526229011
"PD-(L)1","STAT1_Care",-0.124765306814945,0.350535125353755,-0.811801527824537,0.562270914194647,0.721894399164304,0,0.967634107275445,0.985219526229011
"PD-(L)1","SW480-cells_Bindea",0.675165315046505,0.892379371519533,-1.07386611367827,2.42419674377128,0.449295529986172,0.360363502453476,0.195942461644813,0.985219526229011
"PD-(L)1","T-helper-cells_Bindea",-0.71415221301927,0.613629690738699,-1.91684430671157,0.48853988067303,0.244498480374865,0,0.688342564976116,0.985219526229011
"PD-(L)1","Tcell-accumulation_Peng",-0.289614367421637,0.691393689351718,-1.64472109768928,1.065492362846,0.675300262644742,0.273625254891553,0.247754091384968,0.985219526229011
"PD-(L)1","Tcell-exclusion_Arnon",-0.269205699004924,0.742337735684719,-1.72416092531199,1.18574952730214,0.716869455286814,0.402570704858346,0.170228492687314,0.985219526229011
"PD-(L)1","Tcell-inflamed_Ayers",-0.175108239457937,0.322089095394415,-0.806391266244076,0.456174787328202,0.586672723744102,0,0.945431904066157,0.985219526229011
"PD-(L)1","Tcell-regulatory_Peng",-0.555093112164797,0.778508063105304,-2.08094087752523,0.970754653195634,0.475832353522583,0,0.401573213993849,0.985219526229011
"PD-(L)1","Tcells_Bindea",-0.541723027977893,0.353731542232232,-1.23502411094888,0.15157805499309,0.125657615995824,0,0.975426393157173,0.985219526229011
"PD-(L)1","Tcells_Danaher",-0.507691396120494,0.319283898968499,-1.13347633894228,0.11809354670129,0.111813629473185,0,0.86992642152934,0.985219526229011
"PD-(L)1","Tcm_Bindea",-1.38996790868054,0.845526498496284,-3.04716939370752,0.267233576346435,0.1001951747876,0,0.844723393721353,0.985219526229011
"PD-(L)1","Teff-IFNG_Fehrenbacher",-0.146669232943432,0.320620915396191,-0.77507467981023,0.481736213923366,0.647344954076275,0,0.963073855406634,0.985219526229011
"PD-(L)1","TFH_Bindea",-0.26806051006262,0.914422460283885,-2.06029559887354,1.5241745787483,0.769409534769323,0.329154622278726,0.214804221967797,0.985219526229011
"PD-(L)1","TGFB_Mariathasan",0.316770355276339,0.644655264998626,-0.946730746565093,1.58027145711777,0.623158089743582,0.600198071966081,0.0574630568469879,0.985219526229011
"PD-(L)1","TIS_Damotte",-0.105901100225939,0.351435892577051,-0.794702792551645,0.582900592099768,0.763156525618708,0,0.853332627953561,0.985219526229011
"PD-(L)1","TLS_Cabrita",-0.262383842502924,0.42102389201361,-1.08757550748048,0.562807822474633,0.533150365951956,0,0.629121305244813,0.985219526229011
"PD-(L)1","TMEscoreA_plus",-0.367653361514727,0.435369672610753,-1.2209622397928,0.485655516763344,0.398411010762127,0,0.689519246791876,0.985219526229011
"PD-(L)1","TMEscoreB_plus",1.05020423108088,0.79595904063499,-0.50984682173275,2.61025528389452,0.187028758533181,0.299847400166729,0.232309665678544,0.985219526229011
"PD-(L)1","TypeI-IFNReponse_Rooney",0.316422359883012,0.365231817501819,-0.399418848428658,1.03226356819468,0.386292588486014,0,0.99747627878337,0.985219526229011
"PD-(L)1","TypeII-IFNReponse_Rooney",-1.06869538533143,1.05381522407085,-3.13413527087029,0.996744500207441,0.310525364341903,0.633052077097525,0.0425196341737346,0.985219526229011
"PD-(L)1","VIGex_Hernando-Calvo",-0.165357938366491,0.345255306629192,-0.84204590483104,0.511330028098058,0.631978507516648,0,0.936723433051244,0.985219526229011
"PD-(L)1","C-ECM_Chakravarthy",0.115744767113669,1.61922334058233,-3.05787466335432,3.28936419758166,0.943014422962397,0.691596632659917,0.0210301402100337,0.990993983339626
"PD-(L)1","CAF_Peng",-0.155317124943312,0.801526674742266,-1.7262805400863,1.41564629019968,0.846350799360201,0.583926394665972,0.0654895374641436,0.990993983339626
"PD-(L)1","Co-Stimulation-APC_Rooney",0.117491167516401,0.454549450676881,-0.773409385002751,1.00839172003555,0.796037797128559,0,0.667740548745573,0.990993983339626
"PD-(L)1","COX-IS_Bonavita",-0.0460162983424306,0.31301118242753,-0.659506942658685,0.567474345973824,0.883122804828845,0.566294059605211,0.0745865825498779,0.990993983339626
"PD-(L)1","Cytotoxic-cells_Bindea",0.00785546215438312,0.402635783264248,-0.781296171930619,0.797007096239385,0.984434184381959,0,0.941667830438189,0.990993983339626
"PD-(L)1","DC_Danaher",-0.0754070129012273,0.477914319618314,-1.01210186704909,0.861287841246633,0.87462736979064,0.409958248165254,0.165721254642185,0.990993983339626
"PD-(L)1","EMT1",0.0707356652911661,0.634334990960481,-1.17253807112492,1.31400940170725,0.911210723110191,0.0889898964614614,0.34861140626609,0.990993983339626
"PD-(L)1","EMT3",-0.0110156979789754,0.975910775977661,-1.92376567101973,1.90173427506178,0.990993983339626,0.6299456928598,0.0438529444602282,0.990993983339626
"PD-(L)1","IPRES_Hugo",-0.147305672100087,2.38398673834308,-4.81983381887364,4.52522247467347,0.950730357222226,0.688629512376516,0.0219394763423899,0.990993983339626
"PD-(L)1","IRG_Ayers",-0.0181119346080895,0.217142013363856,-0.443702460331762,0.407478591115582,0.933525100625235,0,0.950056325289158,0.990993983339626
"PD-(L)1","Macrophages_Bindea",0.0176439999023773,0.562275278275416,-1.08439529491468,1.11968329471943,0.974966772281056,0,0.409034064111656,0.990993983339626
"PD-(L)1","Macrophages_Rooney",0.0758705936715749,0.64432594607986,-1.18698505494965,1.3387262422928,0.9062642556977,0.368844575227389,0.190788142044365,0.990993983339626
"PD-(L)1","Mast-cells_Danaher",0.0494038239931173,0.351167080511832,-0.638871006366151,0.737678654352386,0.888119058103127,0,0.485463550122551,0.990993983339626
"PD-(L)1","MDSC_Peng",0.065359282447996,0.845663985095924,-1.59211167136263,1.72283023625862,0.938394809131023,0.350466837123975,0.214473890088919,0.990993983339626
"PD-(L)1","MHC-I_Rooney",-0.0656946333071539,0.433159937551831,-0.914672510454361,0.783283243840054,0.879452199147594,0.40569126222492,0.168324424229792,0.990993983339626
"PD-(L)1","Neutrophils_Bindea",-0.117664736290295,0.503625829814966,-1.10475322441173,0.869423751831136,0.815268175421054,0,0.466616851336996,0.990993983339626
"PD-(L)1","NK-cells_Rooney",0.00410803682815981,0.309577045705266,-0.602651823194471,0.610867896850791,0.989412512933333,0,0.462513074892938,0.990993983339626
"PD-(L)1","proliferation_Pabla",-0.0211599190174154,0.369601752941158,-0.745566043404955,0.703246205370125,0.954345577934717,0.463437708881927,0.133287378801144,0.990993983339626
"PD-(L)1","PTEN-MITF_Cabrita",0.0541490754828387,0.347066364111367,-0.626088498420705,0.734386649386382,0.876017753124025,0,0.833869008012289,0.990993983339626
"PD-(L)1","TAM_Peng",-0.0136946251794154,0.73595195100414,-1.45613394349952,1.42874469314068,0.985153786963583,0,0.455628515023458,0.990993983339626
"PD-(L)1","Tcell-exhaustion_Peng",0.155930857374419,0.734113964013235,-1.28290607263945,1.59476778738829,0.831789618015774,0,0.673678606912704,0.990993983339626
"PD-(L)1","Teff_McDermott",-0.0715402025216979,0.332613441392728,-0.723450568425368,0.580370163381973,0.829700953612172,0,0.970014585204209,0.990993983339626
"PD-(L)1","WNT_target",-0.0124073025865428,0.421032632242161,-0.837616098097276,0.812801492924191,0.97649074729378,0,0.394543485157474,0.990993983339626
