"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"R vs NR","CD8_Sade-Feldman ","ICB_Hugo__Melanoma__PD-(L)1",1.992,1.844,27,0.280027550023162,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CD8_Tcells_Bindea","ICB_Hugo__Melanoma__PD-(L)1",0.551,1.908,27,0.772841519875003,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","CD8_Tcells_Danaher","ICB_Hugo__Melanoma__PD-(L)1",-0.343,0.648,27,0.596503740985051,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CellCycle","ICB_Hugo__Melanoma__PD-(L)1",1.078,1.557,27,0.488966938847319,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CellCycle_Reg","ICB_Hugo__Melanoma__PD-(L)1",-1.737,1.319,27,0.187891458541533,"Melanoma","PD-(L)1",0.825765093574571
"R vs NR","Chemokine_Messina","ICB_Hugo__Melanoma__PD-(L)1",0.385,0.834,27,0.644609903537508,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CIN25_Carter","ICB_Hugo__Melanoma__PD-(L)1",0.735,0.83,27,0.375604559203225,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CIN70_Carter","ICB_Hugo__Melanoma__PD-(L)1",0.847,0.932,27,0.363536239366232,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Co-Inhibition-APC_Rooney","ICB_Hugo__Melanoma__PD-(L)1",-0.347,0.888,27,0.696344515181137,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Co-Inhibition-Tcell_Rooney","ICB_Hugo__Melanoma__PD-(L)1",-0.028,0.88,27,0.97482720765984,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Co-Stimulation-APC_Rooney","ICB_Hugo__Melanoma__PD-(L)1",1.068,1.011,27,0.290743085723551,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Co-Stimulation-Tcell_Rooney","ICB_Hugo__Melanoma__PD-(L)1",0.497,0.833,27,0.551050243649575,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","COX-IS_Bonavita","ICB_Hugo__Melanoma__PD-(L)1",0.411,0.444,27,0.355276593280805,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CRMA_Shukla","ICB_Hugo__Melanoma__PD-(L)1",-0.694,0.796,27,0.38325047598345,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CYT_Davoli","ICB_Hugo__Melanoma__PD-(L)1",-0.268,0.686,27,0.696005205601154,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","CYT_Rooney","ICB_Hugo__Melanoma__PD-(L)1",0.158,0.691,27,0.818715897907119,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Cytotoxic-cells_Bindea","ICB_Hugo__Melanoma__PD-(L)1",0.064,0.926,27,0.945085027662357,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Cytotoxic-cells_Danaher","ICB_Hugo__Melanoma__PD-(L)1",-0.072,0.754,27,0.923670173564511,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","DC_Bindea","ICB_Hugo__Melanoma__PD-(L)1",0.604,1.004,27,0.547611788550618,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","DC_Danaher","ICB_Hugo__Melanoma__PD-(L)1",1.011,0.719,27,0.16012494298203,"Melanoma","PD-(L)1",0.825765093574571
"R vs NR","DDR","ICB_Hugo__Melanoma__PD-(L)1",-0.845,1.634,27,0.605282740638377,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","DNA_replication","ICB_Hugo__Melanoma__PD-(L)1",0.481,1.035,27,0.642009241733233,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","EMT_Thompson","ICB_Hugo__Melanoma__PD-(L)1",0.018,0.97,27,0.985213484848936,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","EMT1","ICB_Hugo__Melanoma__PD-(L)1",-0.128,1.586,27,0.935593165625609,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","EMT2","ICB_Hugo__Melanoma__PD-(L)1",3.627,1.345,27,0.0070068169905161,"Melanoma","PD-(L)1",0.39588515996416
"R vs NR","EMT3","ICB_Hugo__Melanoma__PD-(L)1",2.403,1.372,27,0.0797853901934392,"Melanoma","PD-(L)1",0.744064367051798
"R vs NR","EMTstroma_Wang","ICB_Hugo__Melanoma__PD-(L)1",2.335,1.085,27,0.0313604074259539,"Melanoma","PD-(L)1",0.618010924258252
"R vs NR","Eosinophils_Bindea","ICB_Hugo__Melanoma__PD-(L)1",-1.023,1.971,27,0.603778080069732,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","FGFR3_related","ICB_Hugo__Melanoma__PD-(L)1",1.443,0.934,27,0.12239714339412,"Melanoma","PD-(L)1",0.768382066863085
"R vs NR","GPAGs","ICB_Hugo__Melanoma__PD-(L)1",0.416,1.388,27,0.764244995108054,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Histones","ICB_Hugo__Melanoma__PD-(L)1",-0.891,0.844,27,0.291092759099054,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Homologous_recombination","ICB_Hugo__Melanoma__PD-(L)1",-0.035,1.26,27,0.977790790611862,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","ICB-resistance_Peng","ICB_Hugo__Melanoma__PD-(L)1",-0.088,1.075,27,0.934678061102021,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","iDC_Bindea","ICB_Hugo__Melanoma__PD-(L)1",1.919,1.824,27,0.292781072683973,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","IFN_Ayers","ICB_Hugo__Melanoma__PD-(L)1",0.087,0.44,27,0.842611473747574,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","ImmuneCells_Xiong","ICB_Hugo__Melanoma__PD-(L)1",3.312,2.423,27,0.171715463722028,"Melanoma","PD-(L)1",0.825765093574571
"R vs NR","ImmuneScore_Roh","ICB_Hugo__Melanoma__PD-(L)1",-0.503,0.816,27,0.537666782503115,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","ImmunoScore_Hao","ICB_Hugo__Melanoma__PD-(L)1",-0.215,1.031,27,0.83458103810528,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","IMPRES_Auslander","ICB_Hugo__Melanoma__PD-(L)1",-0.974,1.952,27,0.617592937448318,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","IMS_Cui","ICB_Hugo__Melanoma__PD-(L)1",4.556,1.584,27,0.00402135253169971,"Melanoma","PD-(L)1",0.39588515996416
"R vs NR","Inflammatory_Thompson","ICB_Hugo__Melanoma__PD-(L)1",-0.337,0.767,27,0.660379258096228,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","IPRES_Hugo","ICB_Hugo__Melanoma__PD-(L)1",5.663,2.653,27,0.0328147393411461,"Melanoma","PD-(L)1",0.618010924258252
"R vs NR","IPS_Charoentong","ICB_Hugo__Melanoma__PD-(L)1",-1.011,0.542,27,0.0623961287948108,"Melanoma","PD-(L)1",0.705076255381362
"R vs NR","IPSOV_Shen","ICB_Hugo__Melanoma__PD-(L)1",6.488,4.758,27,0.1727444912052,"Melanoma","PD-(L)1",0.825765093574571
"R vs NR","IRG_Ayers","ICB_Hugo__Melanoma__PD-(L)1",0.035,0.451,27,0.938177909755391,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","IRG_Yang","ICB_Hugo__Melanoma__PD-(L)1",-1.217,1.156,27,0.292430754917784,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","KDM5A_Wang","ICB_Hugo__Melanoma__PD-(L)1",0.185,1.129,27,0.86989118537712,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","M1_Hwang","ICB_Hugo__Melanoma__PD-(L)1",-0.311,1.637,27,0.84941147083423,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Macrophage_Danaher","ICB_Hugo__Melanoma__PD-(L)1",0.897,0.778,27,0.248735561792421,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Macrophages_Bindea","ICB_Hugo__Melanoma__PD-(L)1",2.468,1.571,27,0.116047451624153,"Melanoma","PD-(L)1",0.768382066863085
"R vs NR","Macrophages_Rooney","ICB_Hugo__Melanoma__PD-(L)1",1.915,1.172,27,0.102408090074682,"Melanoma","PD-(L)1",0.768382066863085
"R vs NR","Mast-cells_Bindea","ICB_Hugo__Melanoma__PD-(L)1",0.703,1.302,27,0.589077507973711,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Mast-cells_Danaher","ICB_Hugo__Melanoma__PD-(L)1",0.276,0.693,27,0.690257231798286,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","MDSC_Peng","ICB_Hugo__Melanoma__PD-(L)1",0.861,1.605,27,0.591491036514902,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","MHC-I_Liu","ICB_Hugo__Melanoma__PD-(L)1",-2.677,1.687,27,0.112554164064751,"Melanoma","PD-(L)1",0.768382066863085
"R vs NR","MHC-I_Rooney","ICB_Hugo__Melanoma__PD-(L)1",-1.369,0.796,27,0.0856003254130387,"Melanoma","PD-(L)1",0.744064367051798
"R vs NR","MHC-II_Liu","ICB_Hugo__Melanoma__PD-(L)1",-1.344,1.367,27,0.32539042393794,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","MPS_Guijarro","ICB_Hugo__Melanoma__PD-(L)1",4.346,2.77,27,0.116648317018216,"Melanoma","PD-(L)1",0.768382066863085
"R vs NR","Myeloid-DC_Helmink","ICB_Hugo__Melanoma__PD-(L)1",-0.523,0.709,27,0.461228229636218,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Neutrophils_Bindea","ICB_Hugo__Melanoma__PD-(L)1",0.419,0.969,27,0.665867868500959,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Neutrophils_Rooney","ICB_Hugo__Melanoma__PD-(L)1",0.073,0.92,27,0.936492970395111,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","NK-CD56-cells_Danaher","ICB_Hugo__Melanoma__PD-(L)1",0.455,0.783,27,0.560894541691271,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","NK-cells_Danaher","ICB_Hugo__Melanoma__PD-(L)1",-0.532,0.7,27,0.447443629019222,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","NK-cells_Rooney","ICB_Hugo__Melanoma__PD-(L)1",-0.367,0.734,27,0.616890798157259,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","NonResponse_Chen","ICB_Hugo__Melanoma__PD-(L)1",1.06,1.052,27,0.313346808176431,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Nucleotide-excision-repair","ICB_Hugo__Melanoma__PD-(L)1",-1.324,1.521,27,0.384035302717256,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","PassON_Du","ICB_Hugo__Melanoma__PD-(L)1",-2.948,2.198,27,0.179971007224084,"Melanoma","PD-(L)1",0.825765093574571
"R vs NR","PDL1_Nishino","ICB_Hugo__Melanoma__PD-(L)1",-0.391,0.684,27,0.567279302421644,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","peri-Tcell_Hwang","ICB_Hugo__Melanoma__PD-(L)1",-0.684,1.337,27,0.608892769957706,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","PPAGs","ICB_Hugo__Melanoma__PD-(L)1",2.916,1.478,27,0.0485589435453153,"Melanoma","PD-(L)1",0.685895077577579
"R vs NR","proliferation_Pabla","ICB_Hugo__Melanoma__PD-(L)1",0.687,0.524,27,0.189999048079105,"Melanoma","PD-(L)1",0.825765093574571
"R vs NR","PTEN-MITF_Cabrita","ICB_Hugo__Melanoma__PD-(L)1",1.225,1.325,27,0.35515475084961,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Response_Chen","ICB_Hugo__Melanoma__PD-(L)1",0.185,0.962,27,0.847466514845186,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","STAT1_Care","ICB_Hugo__Melanoma__PD-(L)1",-0.267,0.808,27,0.740884957930935,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","SW480-cells_Bindea","ICB_Hugo__Melanoma__PD-(L)1",2.582,1.461,27,0.0771805155199133,"Melanoma","PD-(L)1",0.744064367051798
"R vs NR","T-helper-cells_Bindea","ICB_Hugo__Melanoma__PD-(L)1",-0.36,1.213,27,0.766961413585753,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","TAM_Peng","ICB_Hugo__Melanoma__PD-(L)1",1.809,1.713,27,0.290816414228947,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Tcell-accumulation_Peng","ICB_Hugo__Melanoma__PD-(L)1",0.658,1.417,27,0.642160264471376,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Tcell-exclusion_Arnon","ICB_Hugo__Melanoma__PD-(L)1",-1.866,1.236,27,0.13116277288879,"Melanoma","PD-(L)1",0.780073333496487
"R vs NR","Tcell-exhaustion_Peng","ICB_Hugo__Melanoma__PD-(L)1",0.057,1.489,27,0.96924623733454,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Tcell-inflamed_Ayers","ICB_Hugo__Melanoma__PD-(L)1",-0.449,0.737,27,0.542916676876158,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Tcell-regulatory_Peng","ICB_Hugo__Melanoma__PD-(L)1",-0.104,1.586,27,0.94765526838223,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","Tcells_Bindea","ICB_Hugo__Melanoma__PD-(L)1",-0.544,0.762,27,0.47492673962729,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Tcells_Danaher","ICB_Hugo__Melanoma__PD-(L)1",-0.494,0.689,27,0.473077132996978,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Tcm_Bindea","ICB_Hugo__Melanoma__PD-(L)1",-0.928,1.854,27,0.616638764893414,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Teff-IFNG_Fehrenbacher","ICB_Hugo__Melanoma__PD-(L)1",-0.337,0.731,27,0.645048660761766,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","Teff_McDermott","ICB_Hugo__Melanoma__PD-(L)1",-0.347,0.777,27,0.654983521125788,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","TFH_Bindea","ICB_Hugo__Melanoma__PD-(L)1",1.584,1.566,27,0.311902709454873,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","TGFB_Mariathasan","ICB_Hugo__Melanoma__PD-(L)1",2.068,0.9,27,0.0216190342652959,"Melanoma","PD-(L)1",0.618010924258252
"R vs NR","TIS_Damotte","ICB_Hugo__Melanoma__PD-(L)1",-0.322,0.784,27,0.681578973820689,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","TLS_Cabrita","ICB_Hugo__Melanoma__PD-(L)1",-0.403,0.831,27,0.627955711969988,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","TMEscoreA_plus","ICB_Hugo__Melanoma__PD-(L)1",-0.114,0.914,27,0.900704641344931,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","TMEscoreB_plus","ICB_Hugo__Melanoma__PD-(L)1",1.701,1.378,27,0.216902387675755,"Melanoma","PD-(L)1",0.907776659531863
"R vs NR","Treg_Rooney","ICB_Hugo__Melanoma__PD-(L)1",-0.288,0.93,27,0.756859721353446,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","TypeI-IFNReponse_Rooney","ICB_Hugo__Melanoma__PD-(L)1",0.342,0.844,27,0.685642546733775,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","TypeII-IFNReponse_Rooney","ICB_Hugo__Melanoma__PD-(L)1",-0.046,0.841,27,0.956010090358192,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","VIGex_Hernando-Calvo","ICB_Hugo__Melanoma__PD-(L)1",0.226,0.833,27,0.786418158566324,"Melanoma","PD-(L)1",0.987332195895242
"R vs NR","WNT_target","ICB_Hugo__Melanoma__PD-(L)1",0.527,0.904,27,0.560167416342808,"Melanoma","PD-(L)1",0.959596709944738
"R vs NR","ADO_Sidders","ICB_Liu__Melanoma__PD-(L)1",-0.645,0.902,69,0.474570131074905,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","APM_Thompson","ICB_Liu__Melanoma__PD-(L)1",-0.966,0.586,69,0.0990377813199994,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","APM_Wang","ICB_Liu__Melanoma__PD-(L)1",-0.059,0.582,69,0.919460024264883,"Melanoma","PD-(L)1",0.976926275781438
"R vs NR","Base_excision_repair","ICB_Liu__Melanoma__PD-(L)1",-1.454,0.928,69,0.116941866852124,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Bcell_Budczies","ICB_Liu__Melanoma__PD-(L)1",-0.111,0.475,69,0.815011216218525,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Bcell_Helmink","ICB_Liu__Melanoma__PD-(L)1",-0.657,1.131,69,0.561261825621777,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Bcells_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.108,0.566,69,0.849137158892922,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Blood_Friedlander","ICB_Liu__Melanoma__PD-(L)1",-1.613,0.99,69,0.103492217383891,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","C-ECM_Chakravarthy","ICB_Liu__Melanoma__PD-(L)1",-0.149,1.007,69,0.882016147269074,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CAF_Peng","ICB_Liu__Melanoma__PD-(L)1",-0.383,0.611,69,0.530504724050164,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CCL5-CXCL9_Dangaj","ICB_Liu__Melanoma__PD-(L)1",-0.347,0.455,69,0.446322850819948,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CD39-CD8Tcell_Chow","ICB_Liu__Melanoma__PD-(L)1",-0.496,0.496,69,0.317600179409688,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CD8_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.124,0.428,69,0.771997666202961,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CD8_Sade-Feldman ","ICB_Liu__Melanoma__PD-(L)1",-0.731,0.95,69,0.441439116762484,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CD8_Tcells_Bindea","ICB_Liu__Melanoma__PD-(L)1",0.597,1.247,69,0.63220879432468,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CD8_Tcells_Danaher","ICB_Liu__Melanoma__PD-(L)1",0.024,0.403,69,0.952975684312676,"Melanoma","PD-(L)1",0.983981107315913
"R vs NR","CellCycle","ICB_Liu__Melanoma__PD-(L)1",-1.64,1.061,69,0.122113788009727,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CellCycle_Reg","ICB_Liu__Melanoma__PD-(L)1",-1.716,0.8,69,0.0318976051723369,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CIN25_Carter","ICB_Liu__Melanoma__PD-(L)1",-1.095,0.559,69,0.0503842210956591,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CIN70_Carter","ICB_Liu__Melanoma__PD-(L)1",-1.195,0.629,69,0.0577350011393168,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Co-Inhibition-APC_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.558,0.581,69,0.336448483389804,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Co-Inhibition-Tcell_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.523,0.543,69,0.335389419260449,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Co-Stimulation-APC_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.281,0.664,69,0.672324674013301,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Co-Stimulation-Tcell_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.354,0.556,69,0.524580014687457,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","COX-IS_Bonavita","ICB_Liu__Melanoma__PD-(L)1",-0.242,0.296,69,0.412541553761696,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CYT_Davoli","ICB_Liu__Melanoma__PD-(L)1",-0.065,0.438,69,0.8815849385739,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","CYT_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.114,0.417,69,0.785176594525564,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Cytotoxic-cells_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.128,0.577,69,0.823784995180726,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Cytotoxic-cells_Danaher","ICB_Liu__Melanoma__PD-(L)1",-0.315,0.467,69,0.500868908711929,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","DC_Bindea","ICB_Liu__Melanoma__PD-(L)1",-1.054,0.607,69,0.082363477356128,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","DC_Danaher","ICB_Liu__Melanoma__PD-(L)1",-0.838,0.495,69,0.0905218991670583,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","DDR","ICB_Liu__Melanoma__PD-(L)1",-1.222,1.022,69,0.231985136364889,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","DNA_replication","ICB_Liu__Melanoma__PD-(L)1",-0.785,0.689,69,0.254984368855144,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","EMT_Thompson","ICB_Liu__Melanoma__PD-(L)1",1.08,0.806,69,0.180274103991822,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","EMT1","ICB_Liu__Melanoma__PD-(L)1",0.203,0.848,69,0.810775947091759,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","EMT2","ICB_Liu__Melanoma__PD-(L)1",0.193,0.546,69,0.723556425020835,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","EMT3","ICB_Liu__Melanoma__PD-(L)1",0.723,0.719,69,0.315168568664695,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","EMTstroma_Wang","ICB_Liu__Melanoma__PD-(L)1",-0.609,0.612,69,0.319867379966055,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Eosinophils_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.712,1.3,69,0.58424080397524,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","GPAGs","ICB_Liu__Melanoma__PD-(L)1",0.338,0.944,69,0.720722663529359,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","Homologous_recombination","ICB_Liu__Melanoma__PD-(L)1",-1.004,0.821,69,0.221111777642352,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","ICB-resistance_Peng","ICB_Liu__Melanoma__PD-(L)1",-0.328,0.661,69,0.619609138674375,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","iDC_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.171,0.958,69,0.858225092298922,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","IFN_Ayers","ICB_Liu__Melanoma__PD-(L)1",0.07,0.291,69,0.811315744142076,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","ImmuneCells_Xiong","ICB_Liu__Melanoma__PD-(L)1",1.296,1.645,69,0.430685478134158,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","ImmuneScore_Roh","ICB_Liu__Melanoma__PD-(L)1",-0.396,0.514,69,0.441145758412607,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","ImmunoScore_Hao","ICB_Liu__Melanoma__PD-(L)1",-0.557,0.657,69,0.395923138886813,"Melanoma","PD-(L)1",0.947006810752058
"R vs NR","IMPRES_Auslander","ICB_Liu__Melanoma__PD-(L)1",0.377,1.069,69,0.724465938715578,"Melanoma","PD-(L)1",0.947006810752058
