"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"OS","IRG_Ayers","ICB_Liu__Melanoma__PD-(L)1",-0.183,0.231,74,0.428627751136802,"Melanoma","PD-(L)1",0.983250007966065
"OS","KDM5A_Wang","ICB_Liu__Melanoma__PD-(L)1",-0.208,0.543,74,0.701299710203194,"Melanoma","PD-(L)1",0.983250007966065
"OS","M1_Hwang","ICB_Liu__Melanoma__PD-(L)1",-0.45,0.704,74,0.52297902208573,"Melanoma","PD-(L)1",0.983250007966065
"OS","Macrophage_Danaher","ICB_Liu__Melanoma__PD-(L)1",-0.464,0.324,74,0.152437864721419,"Melanoma","PD-(L)1",0.983250007966065
"OS","Macrophages_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.628,0.558,74,0.260545764460719,"Melanoma","PD-(L)1",0.983250007966065
"OS","Macrophages_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.676,0.422,74,0.109361266839873,"Melanoma","PD-(L)1",0.882403662518012
"OS","Mast-cells_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.558,0.543,74,0.303856532779467,"Melanoma","PD-(L)1",0.983250007966065
"OS","Mast-cells_Danaher","ICB_Liu__Melanoma__PD-(L)1",-0.56,0.325,74,0.0845762105103971,"Melanoma","PD-(L)1",0.882403662518012
"OS","MDSC_Peng","ICB_Liu__Melanoma__PD-(L)1",-0.005,0.786,74,0.994586983871301,"Melanoma","PD-(L)1",0.995959326743292
"OS","MHC-I_Liu","ICB_Liu__Melanoma__PD-(L)1",-0.053,0.525,74,0.919621412172694,"Melanoma","PD-(L)1",0.988437109737638
"OS","MHC-I_Rooney","ICB_Liu__Melanoma__PD-(L)1",-0.137,0.298,74,0.644526917234674,"Melanoma","PD-(L)1",0.983250007966065
"OS","MHC-II_Liu","ICB_Liu__Melanoma__PD-(L)1",-0.948,0.588,74,0.106674859300855,"Melanoma","PD-(L)1",0.882403662518012
"OS","Myeloid-DC_Helmink","ICB_Liu__Melanoma__PD-(L)1",-0.612,0.369,74,0.0973852532863322,"Melanoma","PD-(L)1",0.882403662518012
"OS","Neutrophils_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.28,0.583,74,0.631101965695288,"Melanoma","PD-(L)1",0.983250007966065
"OS","NK-cells_Danaher","ICB_Liu__Melanoma__PD-(L)1",-0.147,0.326,74,0.650768006927561,"Melanoma","PD-(L)1",0.983250007966065
"OS","NK-cells_Rooney","ICB_Liu__Melanoma__PD-(L)1",0.139,0.309,74,0.651710985759463,"Melanoma","PD-(L)1",0.983250007966065
"OS","NonResponse_Chen","ICB_Liu__Melanoma__PD-(L)1",0.156,0.438,74,0.721975321073967,"Melanoma","PD-(L)1",0.983250007966065
"OS","Nucleotide-excision-repair","ICB_Liu__Melanoma__PD-(L)1",0.392,0.653,74,0.548635009581431,"Melanoma","PD-(L)1",0.983250007966065
"OS","PassON_Du","ICB_Liu__Melanoma__PD-(L)1",-2.08,0.987,74,0.0351716767360428,"Melanoma","PD-(L)1",0.882403662518012
"OS","PDL1_Nishino","ICB_Liu__Melanoma__PD-(L)1",-0.077,0.337,74,0.819044393659557,"Melanoma","PD-(L)1",0.983250007966065
"OS","peri-Tcell_Hwang","ICB_Liu__Melanoma__PD-(L)1",-0.417,0.678,74,0.53805379194921,"Melanoma","PD-(L)1",0.983250007966065
"OS","PPAGs","ICB_Liu__Melanoma__PD-(L)1",0.324,0.696,74,0.641627486980086,"Melanoma","PD-(L)1",0.983250007966065
"OS","proliferation_Pabla","ICB_Liu__Melanoma__PD-(L)1",0.113,0.271,74,0.677532959112374,"Melanoma","PD-(L)1",0.983250007966065
"OS","PTEN-MITF_Cabrita","ICB_Liu__Melanoma__PD-(L)1",-0.145,0.271,74,0.591526484878284,"Melanoma","PD-(L)1",0.983250007966065
"OS","Response_Chen","ICB_Liu__Melanoma__PD-(L)1",-0.58,0.463,74,0.210712925763239,"Melanoma","PD-(L)1",0.983250007966065
"OS","STAT1_Care","ICB_Liu__Melanoma__PD-(L)1",-0.242,0.343,74,0.480430888579709,"Melanoma","PD-(L)1",0.983250007966065
"OS","SW480-cells_Bindea","ICB_Liu__Melanoma__PD-(L)1",0.329,0.696,74,0.637034331806862,"Melanoma","PD-(L)1",0.983250007966065
"OS","T-helper-cells_Bindea","ICB_Liu__Melanoma__PD-(L)1",0.292,0.643,74,0.649245809525236,"Melanoma","PD-(L)1",0.983250007966065
"OS","TAM_Peng","ICB_Liu__Melanoma__PD-(L)1",-0.94,0.71,74,0.185389032642862,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcell-accumulation_Peng","ICB_Liu__Melanoma__PD-(L)1",-0.383,0.522,74,0.46265597068022,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcell-exclusion_Arnon","ICB_Liu__Melanoma__PD-(L)1",0.213,0.589,74,0.718055626848437,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcell-exhaustion_Peng","ICB_Liu__Melanoma__PD-(L)1",-0.096,0.8,74,0.904909578199528,"Melanoma","PD-(L)1",0.988437109737638
"OS","Tcell-inflamed_Ayers","ICB_Liu__Melanoma__PD-(L)1",-0.119,0.323,74,0.712204052903877,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcell-regulatory_Peng","ICB_Liu__Melanoma__PD-(L)1",-1,0.896,74,0.264750454506421,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcells_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.345,0.373,74,0.354951645366491,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcells_Danaher","ICB_Liu__Melanoma__PD-(L)1",-0.174,0.334,74,0.601131692068752,"Melanoma","PD-(L)1",0.983250007966065
"OS","Tcm_Bindea","ICB_Liu__Melanoma__PD-(L)1",-1.457,0.815,74,0.0740323146015099,"Melanoma","PD-(L)1",0.882403662518012
"OS","Teff-IFNG_Fehrenbacher","ICB_Liu__Melanoma__PD-(L)1",0.025,0.33,74,0.940173604067726,"Melanoma","PD-(L)1",0.988437109737638
"OS","Teff_McDermott","ICB_Liu__Melanoma__PD-(L)1",0.137,0.336,74,0.684518963254262,"Melanoma","PD-(L)1",0.983250007966065
"OS","TFH_Bindea","ICB_Liu__Melanoma__PD-(L)1",-0.286,0.726,74,0.693418682174424,"Melanoma","PD-(L)1",0.983250007966065
"OS","TGFB_Mariathasan","ICB_Liu__Melanoma__PD-(L)1",0.103,0.34,74,0.763092290938296,"Melanoma","PD-(L)1",0.983250007966065
"OS","TIS_Damotte","ICB_Liu__Melanoma__PD-(L)1",-0.259,0.353,74,0.463193168369887,"Melanoma","PD-(L)1",0.983250007966065
"OS","TLS_Cabrita","ICB_Liu__Melanoma__PD-(L)1",-0.474,0.467,74,0.310338385758814,"Melanoma","PD-(L)1",0.983250007966065
"OS","TMEscoreA_plus","ICB_Liu__Melanoma__PD-(L)1",0.075,0.417,74,0.857933830480194,"Melanoma","PD-(L)1",0.983250007966065
"OS","TMEscoreB_plus","ICB_Liu__Melanoma__PD-(L)1",0.626,0.611,74,0.305328570696988,"Melanoma","PD-(L)1",0.983250007966065
"OS","TypeI-IFNReponse_Rooney","ICB_Liu__Melanoma__PD-(L)1",0.12,0.375,74,0.748741162202252,"Melanoma","PD-(L)1",0.983250007966065
"OS","TypeII-IFNReponse_Rooney","ICB_Liu__Melanoma__PD-(L)1",0.023,0.351,74,0.948523644678388,"Melanoma","PD-(L)1",0.988437109737638
"OS","VIGex_Hernando-Calvo","ICB_Liu__Melanoma__PD-(L)1",-0.093,0.34,74,0.784934198237603,"Melanoma","PD-(L)1",0.983250007966065
"OS","WNT_target","ICB_Liu__Melanoma__PD-(L)1",0.522,0.424,74,0.218611884053282,"Melanoma","PD-(L)1",0.983250007966065
"OS","ADO_Sidders","ICB_Miao1__Kidney__PD-(L)1",-0.885,0.846,33,0.295513782774086,"Kidney","PD-(L)1",0.988727731646296
"OS","APM_Thompson","ICB_Miao1__Kidney__PD-(L)1",0.148,0.617,33,0.81044586798596,"Kidney","PD-(L)1",0.988727731646296
"OS","APM_Wang","ICB_Miao1__Kidney__PD-(L)1",0.039,0.534,33,0.942342612483241,"Kidney","PD-(L)1",0.988727731646296
"OS","Base_excision_repair","ICB_Miao1__Kidney__PD-(L)1",0.104,0.748,33,0.889345940816197,"Kidney","PD-(L)1",0.988727731646296
"OS","Bcell_Budczies","ICB_Miao1__Kidney__PD-(L)1",0.25,0.394,33,0.525658252124119,"Kidney","PD-(L)1",0.988727731646296
"OS","Bcell_Helmink","ICB_Miao1__Kidney__PD-(L)1",-1.113,1.227,33,0.364082263365513,"Kidney","PD-(L)1",0.988727731646296
"OS","Bcells_Danaher","ICB_Miao1__Kidney__PD-(L)1",0.25,0.394,33,0.525658252124119,"Kidney","PD-(L)1",0.988727731646296
"OS","Bcells_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.282,0.551,33,0.608027474361765,"Kidney","PD-(L)1",0.988727731646296
"OS","Blood_Friedlander","ICB_Miao1__Kidney__PD-(L)1",-0.683,0.883,33,0.43976888170818,"Kidney","PD-(L)1",0.988727731646296
"OS","C-ECM_Chakravarthy","ICB_Miao1__Kidney__PD-(L)1",0.135,0.881,33,0.878393328899607,"Kidney","PD-(L)1",0.988727731646296
"OS","CAF_Peng","ICB_Miao1__Kidney__PD-(L)1",0.077,0.596,33,0.897239089041755,"Kidney","PD-(L)1",0.988727731646296
"OS","CCL5-CXCL9_Dangaj","ICB_Miao1__Kidney__PD-(L)1",-0.594,0.513,33,0.246319100073279,"Kidney","PD-(L)1",0.988727731646296
"OS","CD39-CD8Tcell_Chow","ICB_Miao1__Kidney__PD-(L)1",-0.239,0.482,33,0.619239888981992,"Kidney","PD-(L)1",0.988727731646296
"OS","CD8_Rooney","ICB_Miao1__Kidney__PD-(L)1",0.142,0.346,33,0.680444970670263,"Kidney","PD-(L)1",0.988727731646296
"OS","CD8_Sade-Feldman ","ICB_Miao1__Kidney__PD-(L)1",-0.563,0.746,33,0.450057659581626,"Kidney","PD-(L)1",0.988727731646296
"OS","CD8_Tcells_Bindea","ICB_Miao1__Kidney__PD-(L)1",0.731,0.794,33,0.357407272628166,"Kidney","PD-(L)1",0.988727731646296
"OS","CD8_Tcells_Danaher","ICB_Miao1__Kidney__PD-(L)1",0.055,0.339,33,0.870449408565407,"Kidney","PD-(L)1",0.988727731646296
"OS","CellCycle","ICB_Miao1__Kidney__PD-(L)1",-1.643,1.221,33,0.178562005762884,"Kidney","PD-(L)1",0.988727731646296
"OS","CellCycle_Reg","ICB_Miao1__Kidney__PD-(L)1",-0.824,0.819,33,0.314342026151076,"Kidney","PD-(L)1",0.988727731646296
"OS","Chemokine_Messina","ICB_Miao1__Kidney__PD-(L)1",0.206,0.366,33,0.57322371610417,"Kidney","PD-(L)1",0.988727731646296
"OS","CIN25_Carter","ICB_Miao1__Kidney__PD-(L)1",-0.294,0.529,33,0.57759627721856,"Kidney","PD-(L)1",0.988727731646296
"OS","CIN70_Carter","ICB_Miao1__Kidney__PD-(L)1",-0.257,0.623,33,0.679533817923004,"Kidney","PD-(L)1",0.988727731646296
"OS","Co-Inhibition-Tcell_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.605,0.504,33,0.230153788175196,"Kidney","PD-(L)1",0.988727731646296
"OS","Co-Stimulation-APC_Rooney","ICB_Miao1__Kidney__PD-(L)1",0.069,0.429,33,0.871730591950411,"Kidney","PD-(L)1",0.988727731646296
"OS","Co-Stimulation-Tcell_Rooney","ICB_Miao1__Kidney__PD-(L)1",0.005,0.494,33,0.992015924777243,"Kidney","PD-(L)1",0.992015924777243
"OS","COX-IS_Bonavita","ICB_Miao1__Kidney__PD-(L)1",0.739,0.895,33,0.409143189493556,"Kidney","PD-(L)1",0.988727731646296
"OS","CYT_Davoli","ICB_Miao1__Kidney__PD-(L)1",0.019,0.366,33,0.958766285232772,"Kidney","PD-(L)1",0.988727731646296
"OS","CYT_Rooney","ICB_Miao1__Kidney__PD-(L)1",0.031,0.347,33,0.928107790204602,"Kidney","PD-(L)1",0.988727731646296
"OS","Cytotoxic-cells_Bindea","ICB_Miao1__Kidney__PD-(L)1",0.133,0.47,33,0.777367740151653,"Kidney","PD-(L)1",0.988727731646296
"OS","Cytotoxic-cells_Danaher","ICB_Miao1__Kidney__PD-(L)1",0.054,0.387,33,0.88811178290664,"Kidney","PD-(L)1",0.988727731646296
"OS","DC_Bindea","ICB_Miao1__Kidney__PD-(L)1",0.48,0.641,33,0.453415062719196,"Kidney","PD-(L)1",0.988727731646296
"OS","DC_Danaher","ICB_Miao1__Kidney__PD-(L)1",0.263,0.391,33,0.500393009237146,"Kidney","PD-(L)1",0.988727731646296
"OS","DDR","ICB_Miao1__Kidney__PD-(L)1",-0.578,1.081,33,0.59294698046478,"Kidney","PD-(L)1",0.988727731646296
"OS","DNA_replication","ICB_Miao1__Kidney__PD-(L)1",-0.041,0.783,33,0.95832643698846,"Kidney","PD-(L)1",0.988727731646296
"OS","EMT_Thompson","ICB_Miao1__Kidney__PD-(L)1",-0.251,0.615,33,0.683624565685704,"Kidney","PD-(L)1",0.988727731646296
"OS","EMT1","ICB_Miao1__Kidney__PD-(L)1",0.436,0.648,33,0.501256858916354,"Kidney","PD-(L)1",0.988727731646296
"OS","EMT2","ICB_Miao1__Kidney__PD-(L)1",-0.033,0.521,33,0.949148236892515,"Kidney","PD-(L)1",0.988727731646296
"OS","EMT3","ICB_Miao1__Kidney__PD-(L)1",0.294,0.486,33,0.544252632619422,"Kidney","PD-(L)1",0.988727731646296
"OS","EMTstroma_Wang","ICB_Miao1__Kidney__PD-(L)1",-0.137,0.507,33,0.787087359557258,"Kidney","PD-(L)1",0.988727731646296
"OS","Eosinophils_Bindea","ICB_Miao1__Kidney__PD-(L)1",-0.439,1.243,33,0.724046144813964,"Kidney","PD-(L)1",0.988727731646296
"OS","GPAGs","ICB_Miao1__Kidney__PD-(L)1",-0.526,0.799,33,0.510649122063161,"Kidney","PD-(L)1",0.988727731646296
"OS","Homologous_recombination","ICB_Miao1__Kidney__PD-(L)1",-0.989,1.178,33,0.401428999686704,"Kidney","PD-(L)1",0.988727731646296
"OS","ICB-resistance_Peng","ICB_Miao1__Kidney__PD-(L)1",-0.878,0.664,33,0.185890027692464,"Kidney","PD-(L)1",0.988727731646296
"OS","iDC_Bindea","ICB_Miao1__Kidney__PD-(L)1",-0.195,0.671,33,0.770990682199709,"Kidney","PD-(L)1",0.988727731646296
"OS","IFN_Ayers","ICB_Miao1__Kidney__PD-(L)1",-0.273,0.346,33,0.429561267736584,"Kidney","PD-(L)1",0.988727731646296
"OS","ImmuneScore_Roh","ICB_Miao1__Kidney__PD-(L)1",0.117,0.433,33,0.786208591339496,"Kidney","PD-(L)1",0.988727731646296
"OS","ImmunoScore_Hao","ICB_Miao1__Kidney__PD-(L)1",-0.057,0.565,33,0.920268431644033,"Kidney","PD-(L)1",0.988727731646296
"OS","IMPRES_Auslander","ICB_Miao1__Kidney__PD-(L)1",3.639,1.605,33,0.0233597733047666,"Kidney","PD-(L)1",0.988727731646296
"OS","IMS_Cui","ICB_Miao1__Kidney__PD-(L)1",-0.348,0.609,33,0.567433458121328,"Kidney","PD-(L)1",0.988727731646296
"OS","Inflammatory_Thompson","ICB_Miao1__Kidney__PD-(L)1",-0.066,0.438,33,0.880591258723271,"Kidney","PD-(L)1",0.988727731646296
"OS","IPRES_Hugo","ICB_Miao1__Kidney__PD-(L)1",-0.272,1.382,33,0.844048408932375,"Kidney","PD-(L)1",0.988727731646296
"OS","IPS_Charoentong","ICB_Miao1__Kidney__PD-(L)1",0.237,0.23,33,0.3021735640312,"Kidney","PD-(L)1",0.988727731646296
"OS","IPSOV_Shen","ICB_Miao1__Kidney__PD-(L)1",-2.961,2.879,33,0.303660839867716,"Kidney","PD-(L)1",0.988727731646296
"OS","IRG_Ayers","ICB_Miao1__Kidney__PD-(L)1",-0.181,0.36,33,0.615122525526948,"Kidney","PD-(L)1",0.988727731646296
"OS","KDM5A_Wang","ICB_Miao1__Kidney__PD-(L)1",-0.251,0.46,33,0.585549530792771,"Kidney","PD-(L)1",0.988727731646296
"OS","M1_Hwang","ICB_Miao1__Kidney__PD-(L)1",-0.234,0.736,33,0.750814124851723,"Kidney","PD-(L)1",0.988727731646296
"OS","Macrophage_Danaher","ICB_Miao1__Kidney__PD-(L)1",-0.988,0.443,33,0.0258118948266025,"Kidney","PD-(L)1",0.988727731646296
"OS","Macrophages_Bindea","ICB_Miao1__Kidney__PD-(L)1",-0.598,0.703,33,0.394934608851146,"Kidney","PD-(L)1",0.988727731646296
"OS","Macrophages_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.411,0.506,33,0.415990886532881,"Kidney","PD-(L)1",0.988727731646296
"OS","MHC-I_Liu","ICB_Miao1__Kidney__PD-(L)1",0.019,0.729,33,0.979351655757748,"Kidney","PD-(L)1",0.989517767636724
"OS","MHC-I_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.027,0.36,33,0.94045273302444,"Kidney","PD-(L)1",0.988727731646296
"OS","MHC-II_Liu","ICB_Miao1__Kidney__PD-(L)1",-0.234,0.774,33,0.76240543840622,"Kidney","PD-(L)1",0.988727731646296
"OS","Neutrophils_Bindea","ICB_Miao1__Kidney__PD-(L)1",-0.664,0.678,33,0.327351871138456,"Kidney","PD-(L)1",0.988727731646296
"OS","Neutrophils_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.34,0.589,33,0.56447520167233,"Kidney","PD-(L)1",0.988727731646296
"OS","NK-CD56-cells_Danaher","ICB_Miao1__Kidney__PD-(L)1",0.069,0.477,33,0.885296265252799,"Kidney","PD-(L)1",0.988727731646296
"OS","NK-cells_Danaher","ICB_Miao1__Kidney__PD-(L)1",-0.095,0.38,33,0.803104559038673,"Kidney","PD-(L)1",0.988727731646296
"OS","NK-cells_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.114,0.409,33,0.780729314218963,"Kidney","PD-(L)1",0.988727731646296
"OS","NonResponse_Chen","ICB_Miao1__Kidney__PD-(L)1",-0.44,0.684,33,0.520428961617631,"Kidney","PD-(L)1",0.988727731646296
"OS","Nucleotide-excision-repair","ICB_Miao1__Kidney__PD-(L)1",0.1,0.928,33,0.914155809880924,"Kidney","PD-(L)1",0.988727731646296
"OS","PassON_Du","ICB_Miao1__Kidney__PD-(L)1",0.078,1.214,33,0.948592132635835,"Kidney","PD-(L)1",0.988727731646296
"OS","PDL1_Nishino","ICB_Miao1__Kidney__PD-(L)1",-0.07,0.405,33,0.863737412888158,"Kidney","PD-(L)1",0.988727731646296
"OS","peri-Tcell_Hwang","ICB_Miao1__Kidney__PD-(L)1",-0.151,0.793,33,0.848934789873893,"Kidney","PD-(L)1",0.988727731646296
"OS","PPAGs","ICB_Miao1__Kidney__PD-(L)1",-0.5,1.026,33,0.625786679517035,"Kidney","PD-(L)1",0.988727731646296
"OS","proliferation_Pabla","ICB_Miao1__Kidney__PD-(L)1",-0.365,0.336,33,0.278119510768208,"Kidney","PD-(L)1",0.988727731646296
"OS","PTEN-MITF_Cabrita","ICB_Miao1__Kidney__PD-(L)1",-0.292,0.546,33,0.592487876589305,"Kidney","PD-(L)1",0.988727731646296
"OS","Response_Chen","ICB_Miao1__Kidney__PD-(L)1",-0.447,0.61,33,0.463922751470678,"Kidney","PD-(L)1",0.988727731646296
"OS","STAT1_Care","ICB_Miao1__Kidney__PD-(L)1",-0.04,0.444,33,0.928874135433931,"Kidney","PD-(L)1",0.988727731646296
"OS","SW480-cells_Bindea","ICB_Miao1__Kidney__PD-(L)1",1.541,0.831,33,0.0637383200391242,"Kidney","PD-(L)1",0.988727731646296
"OS","T-helper-cells_Bindea","ICB_Miao1__Kidney__PD-(L)1",-1.08,0.867,33,0.213043856776152,"Kidney","PD-(L)1",0.988727731646296
"OS","TAM_Peng","ICB_Miao1__Kidney__PD-(L)1",0.097,1.006,33,0.923357235690998,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcell-accumulation_Peng","ICB_Miao1__Kidney__PD-(L)1",0.045,0.838,33,0.956843096986452,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcell-exclusion_Arnon","ICB_Miao1__Kidney__PD-(L)1",0.289,0.529,33,0.585206522699532,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcell-exhaustion_Peng","ICB_Miao1__Kidney__PD-(L)1",0.092,0.916,33,0.919931489382345,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcell-inflamed_Ayers","ICB_Miao1__Kidney__PD-(L)1",-0.057,0.413,33,0.890902349215205,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcell-regulatory_Peng","ICB_Miao1__Kidney__PD-(L)1",-1.044,1.047,33,0.318653470198871,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcells_Bindea","ICB_Miao1__Kidney__PD-(L)1",-0.091,0.448,33,0.838592119808635,"Kidney","PD-(L)1",0.988727731646296
"OS","Tcells_Danaher","ICB_Miao1__Kidney__PD-(L)1",-0.118,0.409,33,0.773129533204893,"Kidney","PD-(L)1",0.988727731646296
"OS","Teff-IFNG_Fehrenbacher","ICB_Miao1__Kidney__PD-(L)1",0.141,0.357,33,0.692408177425023,"Kidney","PD-(L)1",0.988727731646296
"OS","Teff_McDermott","ICB_Miao1__Kidney__PD-(L)1",-0.119,0.406,33,0.769413709754085,"Kidney","PD-(L)1",0.988727731646296
"OS","TFH_Bindea","ICB_Miao1__Kidney__PD-(L)1",0.026,1.031,33,0.979522638670697,"Kidney","PD-(L)1",0.989517767636724
"OS","TGFB_Mariathasan","ICB_Miao1__Kidney__PD-(L)1",-0.255,0.311,33,0.411634720598812,"Kidney","PD-(L)1",0.988727731646296
"OS","TIS_Damotte","ICB_Miao1__Kidney__PD-(L)1",0.08,0.434,33,0.853406821380171,"Kidney","PD-(L)1",0.988727731646296
"OS","TLS_Cabrita","ICB_Miao1__Kidney__PD-(L)1",0.52,0.499,33,0.297561833874968,"Kidney","PD-(L)1",0.988727731646296
"OS","TMEscoreA_plus","ICB_Miao1__Kidney__PD-(L)1",-0.07,0.529,33,0.894916121544388,"Kidney","PD-(L)1",0.988727731646296
"OS","TMEscoreB_plus","ICB_Miao1__Kidney__PD-(L)1",0.157,0.566,33,0.781889297325253,"Kidney","PD-(L)1",0.988727731646296
"OS","TypeI-IFNReponse_Rooney","ICB_Miao1__Kidney__PD-(L)1",0.172,0.401,33,0.668013119003874,"Kidney","PD-(L)1",0.988727731646296
"OS","TypeII-IFNReponse_Rooney","ICB_Miao1__Kidney__PD-(L)1",-0.645,0.495,33,0.192976842193354,"Kidney","PD-(L)1",0.988727731646296
"OS","VIGex_Hernando-Calvo","ICB_Miao1__Kidney__PD-(L)1",0.122,0.415,33,0.76937964752792,"Kidney","PD-(L)1",0.988727731646296
"OS","WNT_target","ICB_Miao1__Kidney__PD-(L)1",0.062,0.485,33,0.898696858938385,"Kidney","PD-(L)1",0.988727731646296
"OS","ADO_Sidders","ICB_Riaz__Melanoma__PD-(L)1",-1.099,0.792,23,0.164992315937231,"Melanoma","PD-(L)1",0.394546842458597
"OS","APM_Thompson","ICB_Riaz__Melanoma__PD-(L)1",-1.269,0.771,23,0.0997090414265263,"Melanoma","PD-(L)1",0.320492866660472
"OS","APM_Wang","ICB_Riaz__Melanoma__PD-(L)1",-0.358,0.585,23,0.54059900126639,"Melanoma","PD-(L)1",0.724150957911773
"OS","Base_excision_repair","ICB_Riaz__Melanoma__PD-(L)1",0.862,1.074,23,0.422463931800384,"Melanoma","PD-(L)1",0.627986925649219
"OS","Bcell_Budczies","ICB_Riaz__Melanoma__PD-(L)1",-0.931,0.518,23,0.0721573579852105,"Melanoma","PD-(L)1",0.320492866660472
"OS","Bcell_Helmink","ICB_Riaz__Melanoma__PD-(L)1",-0.602,1.155,23,0.602612307446076,"Melanoma","PD-(L)1",0.760557630022942
"OS","Bcells_Danaher","ICB_Riaz__Melanoma__PD-(L)1",-0.931,0.518,23,0.0721573579852105,"Melanoma","PD-(L)1",0.320492866660472
"OS","Bcells_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.64,0.495,23,0.196099620196669,"Melanoma","PD-(L)1",0.438063331639861
"OS","Blood_Friedlander","ICB_Riaz__Melanoma__PD-(L)1",-1.628,1.028,23,0.113428548662223,"Melanoma","PD-(L)1",0.335230609442923
"OS","C-ECM_Chakravarthy","ICB_Riaz__Melanoma__PD-(L)1",0.262,0.965,23,0.78641559938016,"Melanoma","PD-(L)1",0.869897010323373
"OS","CAF_Peng","ICB_Riaz__Melanoma__PD-(L)1",0.165,0.591,23,0.780027082699797,"Melanoma","PD-(L)1",0.869897010323373
"OS","CCL5-CXCL9_Dangaj","ICB_Riaz__Melanoma__PD-(L)1",-0.847,0.485,23,0.0805419105666058,"Melanoma","PD-(L)1",0.320492866660472
"OS","CD39-CD8Tcell_Chow","ICB_Riaz__Melanoma__PD-(L)1",-0.781,0.457,23,0.0874349470193691,"Melanoma","PD-(L)1",0.320492866660472
"OS","CD8_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.681,0.419,23,0.104076041356575,"Melanoma","PD-(L)1",0.320492866660472
"OS","CD8_Sade-Feldman ","ICB_Riaz__Melanoma__PD-(L)1",-0.675,0.826,23,0.414032089689257,"Melanoma","PD-(L)1",0.623883970764633
"OS","CD8_Tcells_Bindea","ICB_Riaz__Melanoma__PD-(L)1",0.609,1.188,23,0.608446104018354,"Melanoma","PD-(L)1",0.760557630022942
"OS","CD8_Tcells_Danaher","ICB_Riaz__Melanoma__PD-(L)1",-0.644,0.391,23,0.0998335619869319,"Melanoma","PD-(L)1",0.320492866660472
"OS","CellCycle","ICB_Riaz__Melanoma__PD-(L)1",-0.067,0.912,23,0.941121714291523,"Melanoma","PD-(L)1",0.958549894185811
"OS","CellCycle_Reg","ICB_Riaz__Melanoma__PD-(L)1",-0.885,0.837,23,0.29050775827013,"Melanoma","PD-(L)1",0.552278413868057
"OS","Chemokine_Messina","ICB_Riaz__Melanoma__PD-(L)1",-0.844,0.515,23,0.100951616016566,"Melanoma","PD-(L)1",0.320492866660472
"OS","CIN25_Carter","ICB_Riaz__Melanoma__PD-(L)1",-0.15,0.468,23,0.748960209494857,"Melanoma","PD-(L)1",0.853485119376495
"OS","CIN70_Carter","ICB_Riaz__Melanoma__PD-(L)1",-0.214,0.525,23,0.683677501234737,"Melanoma","PD-(L)1",0.81744049060675
"OS","Co-Inhibition-APC_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.141,0.448,23,0.752618696177454,"Melanoma","PD-(L)1",0.853485119376495
"OS","Co-Inhibition-Tcell_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.961,0.495,23,0.0521499414090009,"Melanoma","PD-(L)1",0.320492866660472
"OS","Co-Stimulation-APC_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.846,0.8,23,0.290525904463903,"Melanoma","PD-(L)1",0.552278413868057
"OS","Co-Stimulation-Tcell_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.945,0.558,23,0.0904141322244488,"Melanoma","PD-(L)1",0.320492866660472
"OS","COX-IS_Bonavita","ICB_Riaz__Melanoma__PD-(L)1",0.207,0.227,23,0.36212145935626,"Melanoma","PD-(L)1",0.603535765593767
"OS","CRMA_Shukla","ICB_Riaz__Melanoma__PD-(L)1",-0.706,0.5,23,0.158635555263561,"Melanoma","PD-(L)1",0.387775801755371
"OS","CYT_Davoli","ICB_Riaz__Melanoma__PD-(L)1",-0.887,0.448,23,0.0475117685996203,"Melanoma","PD-(L)1",0.320492866660472
"OS","CYT_Rooney","ICB_Riaz__Melanoma__PD-(L)1",-0.651,0.414,23,0.115806937807555,"Melanoma","PD-(L)1",0.335230609442923
