"Cancer_type","Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Melanoma","TypeI-IFNReponse_Rooney",-0.099745070386365,0.23405487808729,-0.558484201843366,0.358994061070636,0.669990504050081,0,0.479502436091433,0.807296770038802
"Melanoma","TypeII-IFNReponse_Rooney",0.0914773714072703,0.237831349600408,-0.374663508204084,0.557618251018624,0.700510631294659,0,0.867273195006315,0.807296770038802
"Melanoma","Nucleotide-excision-repair",0.1500354684981,0.415395155720406,-0.664124076066302,0.964195013062503,0.717959410596434,0.0667666998184081,0.359702346633204,0.817251669508706
"Melanoma","C-ECM_Chakravarthy",0.159017406358756,0.533026063411889,-0.885694480749709,1.20372929346722,0.765451680503034,0.345230839083627,0.205111756595988,0.860521180328437
"Melanoma","EMT1",0.179611672604685,0.620021701013885,-1.03560853101579,1.39483187622516,0.772056386089065,0.502357090643459,0.110235732549781,0.860521180328437
"Melanoma","CIN25_Carter",-0.048017612166111,0.22005757199385,-0.479322527799387,0.383287303467165,0.827269567706528,0,0.888764980743583,0.903243303516311
"Melanoma","DNA_replication",0.0628282238769263,0.284790573050296,-0.495351042438177,0.62100749019203,0.825394540279956,0,0.926604791001831,0.903243303516311
"Melanoma","CAF_Peng",0.0808299083305132,0.392840878414452,-0.68912406501689,0.850783881677917,0.83698043774191,0.47774868737328,0.124732093237539,0.904615220589741
"Melanoma","CD8_Tcells_Bindea",-0.0898875922316924,0.683792345969896,-1.43009596323684,1.25032077877346,0.895415764837467,0.375374822832165,0.186813491881952,0.935392394831109
"Melanoma","CellCycle",0.0519407513709493,0.415110326563374,-0.761660538303924,0.865542041045823,0.900424454837423,0,0.993546419914591,0.935392394831109
"Melanoma","COX-IS_Bonavita",-0.0269401966936822,0.203080803387364,-0.424971257284375,0.37109086389701,0.89446423625458,0.608440079550981,0.0535469553667699,0.935392394831109
"Melanoma","CRMA_Shukla",-0.0589931455571692,0.447547109588057,-0.936169361734761,0.818183070620423,0.895131110817542,0.700112462836525,0.0356294267301164,0.935392394831109
"Melanoma","EMT_Thompson",0.0268298271715608,0.308957980907335,-0.578716688143029,0.63237634248615,0.930798908132779,0,0.665038474249796,0.949732479404898
"Melanoma","ImmuneCells_Xiong",-0.0588358879273712,0.689321279697337,-1.40988076991121,1.29220899405647,0.931980470444059,0.0610891456637719,0.36249842228621,0.949732479404898
"Melanoma","EMTstroma_Wang",-0.0124256700932189,0.321113675138596,-0.641796908308161,0.616945568121724,0.969133121783406,0.149207788758572,0.317389522148074,0.97827588708325
"Melanoma","CIN70_Carter",0.00188928128855555,0.244001403053397,-0.476344680873344,0.480123243450455,0.993822112127106,0,0.89964267865089,0.993822112127106
