"Treatment","Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Other","CIN70_Carter",-0.263679453291785,0.248949054464075,-0.751610634026673,0.224251727443102,0.289522212715101,0,0.815758207565658,0.628475047113269
"Other","IPS_Charoentong",0.111620818401344,0.109114475204935,-0.102239623192318,0.325481259995006,0.30632210104422,0,0.955034413982794,0.629664399612142
"Other","NonResponse_Chen",-0.267949807571221,0.264639440385953,-0.786633579616523,0.250733964474082,0.311294759358812,0,0.994454939670726,0.629664399612142
"Other","Teff-IFNG_Fehrenbacher",-0.207422898106989,0.202395182257122,-0.604110165975369,0.18926436976139,0.305438177265282,0,0.519144450904887,0.629664399612142
"Other","Cytotoxic-cells_Bindea",-0.382239185963474,0.43426492903317,-1.23338280661733,0.468904434690382,0.378751976993896,0.538119589584387,0.114742752038516,0.660959332401113
"Other","DDR",-0.428433831762341,0.452726336615163,-1.31576114638082,0.458893482856136,0.343974307451774,0,0.884223338383985,0.660959332401113
"Other","KDM5A_Wang",0.282406353945536,0.307532105003322,-0.320345495950764,0.885158203841836,0.358462470749068,0,0.701405650932611,0.660959332401113
"Other","proliferation_Pabla",-0.122195759908855,0.134191931541336,-0.385207112745737,0.140815592928028,0.36250386468107,0,0.933814337336891,0.660959332401113
"Other","TAM_Peng",-0.368734748376651,0.414683095428377,-1.18149868041386,0.444029183660553,0.373897494772119,0,0.749701457344488,0.660959332401113
"Other","Tcell-regulatory_Peng",-0.432999908761425,0.479807982061518,-1.37340627309684,0.507406455573991,0.3668209745493,0,0.902081680619048,0.660959332401113
"Other","TypeII-IFNReponse_Rooney",0.219400242424517,0.22720182172676,-0.225907145381823,0.664707630230856,0.334213170836004,0.327696152705241,0.225954258909065,0.660959332401113
"Other","CD8_Rooney",-0.169961462302455,0.199829943672643,-0.561620954933503,0.221698030328592,0.395030209683266,0,0.614757842398733,0.668335345759104
"Other","CD8_Tcells_Danaher",-0.159490205275318,0.190437123337299,-0.532740108335837,0.2137596977852,0.402314189585497,0,0.766795568074345,0.668335345759104
"Other","T-helper-cells_Bindea",-0.30587199009076,0.367711248679324,-1.02657279421249,0.414828814030966,0.405506838999906,0,0.576163048865513,0.668335345759104
"Other","Teff_McDermott",-0.166008666970143,0.203534460886709,-0.564928879920869,0.232911545980583,0.414712194445317,0,0.635319484770294,0.671079732829694
"Other","M1_Hwang",-0.375309185318788,0.472441970923046,-1.30127843311308,0.550660062475502,0.426961022973075,0,0.757217398105595,0.678563054367923
"Other","C-ECM_Chakravarthy",0.298036639170301,0.419431360442989,-0.524033721284596,1.1201069996252,0.477348821617773,0,0.883326066640896,0.694243726578765
"Other","Co-Stimulation-APC_Rooney",-0.195578821413449,0.29825685981292,-0.780151524788783,0.388993881961885,0.511991711851259,0,0.868112988384683,0.694243726578765
"Other","Co-Stimulation-Tcell_Rooney",-0.172084941052966,0.233742444507442,-0.630211713945905,0.286041831839972,0.46159922138002,0,0.518390612094039,0.694243726578765
"Other","EMT1",0.287512755818846,0.416233954656516,-0.528290804450604,1.10331631608829,0.489723942999695,0,0.816303869319873,0.694243726578765
"Other","Homologous_recombination",-0.231389177614422,0.355255544861028,-0.92767725085019,0.464898895621346,0.514832426451668,0,0.896823060159052,0.694243726578765
"Other","iDC_Bindea",-0.268331314699015,0.40386586096916,-1.05989385678383,0.523231227385799,0.506429838625087,0,0.519518792521206,0.694243726578765
"Other","IPRES_Hugo",0.421706590555368,0.632520454212439,-0.818010719185929,1.66142390029666,0.504958522744494,0,0.753316012794066,0.694243726578765
"Other","PDL1_Nishino",-0.15476636136829,0.20658145538382,-0.559658573794446,0.250125851057865,0.453749694516649,0,0.663094956262237,0.694243726578765
"Other","Tcell-accumulation_Peng",-0.368111529730569,0.539811864045741,-1.42612334168765,0.689900282226516,0.49528599642962,0.505145109356025,0.132550123235642,0.694243726578765
"Other","VIGex_Hernando-Calvo",-0.158278402839755,0.212010959520049,-0.57381224782683,0.25725544214732,0.455330622631458,0,0.45191601343939,0.694243726578765
"Other","CD8_Sade-Feldman ",-0.248122810045782,0.462826456099636,-1.15524599509338,0.659000375001814,0.591887130282312,0.219840065897178,0.277540486434782,0.748611405025647
"Other","EMT_Thompson",0.176623802387085,0.334247978655391,-0.478490197682793,0.831737802456963,0.597206851200235,0,0.840777067825956,0.748611405025647
"Other","NK-cells_Rooney",-0.148749275691389,0.276469394485977,-0.690619331711499,0.393120780328722,0.590555220226727,0.311705278403967,0.233898971758983,0.748611405025647
"Other","Nucleotide-excision-repair",-0.214577986784691,0.398428675832813,-0.995483841824989,0.566327868255606,0.590190079914204,0,0.83855548225894,0.748611405025647
"Other","TypeI-IFNReponse_Rooney",-0.133654478175331,0.238596903068356,-0.601295815012104,0.333986858661442,0.575364485309955,0,0.744419050084847,0.748611405025647
"Other","EMTstroma_Wang",-0.139954929913923,0.295392562751359,-0.718913714207574,0.439003854379729,0.635647523342239,0.184322658351328,0.293471436554925,0.76449499428999
"Other","GPAGs",-0.226913605142409,0.466548012825458,-1.14133090733904,0.68750369705422,0.626706910834927,0,0.376864834574015,0.76449499428999
"Other","TFH_Bindea",-0.198914382570469,0.410094323699758,-1.0026844872863,0.604855722145367,0.627644111389212,0.410343805189336,0.183433423462431,0.76449499428999
"Other","Tcell-exclusion_Arnon",-0.148968661742908,0.340128258736748,-0.815607798991256,0.51767047550544,0.661402301262325,0,0.705759652383787,0.784864064164625
"Other","IMS_Cui",-0.113547305335976,0.278232169179652,-0.658872336268548,0.431777725596597,0.683198262397364,0,0.721375527552039,0.789670718874875
"Other","Macrophages_Bindea",-0.139615082019111,0.338136678189094,-0.802350793121745,0.523120629083524,0.679683244899399,0,0.516770943109077,0.789670718874875
"Other","DNA_replication",-0.107037218097592,0.292322612721284,-0.679979010897958,0.465904574702774,0.714244742999613,0,0.803529908509199,0.806075593149056
"Other","PPAGs",0.156058271453591,0.428175861497619,-0.683150996131153,0.995267539038334,0.715505301783994,0.56721993937029,0.0991974969740058,0.806075593149056
"Other","SW480-cells_Bindea",0.321403190939455,0.914752850436942,-1.4714794506723,2.11428583255121,0.725321871105513,0.658497153083431,0.0534914593873026,0.806920581604884
"Other","CD8_Tcells_Bindea",-0.213915946373806,0.654030529813853,-1.49579222959861,1.06796033685099,0.743612419454116,0.3578143902132,0.210729027861502,0.807091528431906
"Other","EMT2",0.0848688412477933,0.258192173192172,-0.421178519298993,0.590916201794579,0.742379310153082,0,0.737387441453697,0.807091528431906
"Other","Eosinophils_Bindea",0.160749016696407,0.546599316169194,-0.910565956969434,1.23206399036225,0.768689657932952,0,0.853559430453385,0.814444994714675
"Other","Tcell-exhaustion_Peng",-0.135176669571834,0.458669174164571,-1.03415173175312,0.763798392609454,0.768211630324713,0.0270582092342465,0.357789405864029,0.814444994714675
"Other","NK-cells_Danaher",-0.0480932162918288,0.192857520015741,-0.426087009670394,0.329900577086736,0.803073239158116,0,0.736340521343097,0.833214179140288
"Other","TGFB_Mariathasan",-0.0444832040669879,0.180301522517882,-0.397867694559775,0.308901286425799,0.805128307933312,0,0.95697264434727,0.833214179140288
"Other","CAF_Peng",0.0646468413861627,0.281241523090298,-0.486576414828011,0.615870097600337,0.81819872235622,0,0.592009541885851,0.837007888387398
"Other","WNT_target",0.0887639586046803,0.449408940069386,-0.792061378261635,0.969589295470996,0.843426369368348,0.602691089411826,0.0807067365350034,0.853010759929352
"Other","Neutrophils_Bindea",0.019595894902795,0.343523322780386,-0.653697445596289,0.692889235401879,0.954510260085995,0,0.600636337695054,0.954510260085995
